8287188818,8
9999999999,9
9999999999,9
5227155515,5
8288188888,8
2222222121,1
2221133323,3
8627177711,9
9999999999,9
8228188888,8
9999999999,9
6477764616,6
9999999999,9
8288188818,8
5921155515,5
5999955515,5
7677777717,7
8281188818,8
8288188888,8
4444444414,4
7277777717,7
8287188888,8
7211181811,8
8287188888,8
5927155515,5
9999999919,9
8288188888,8
8221188818,8
8688188818,8
2227222211,2
8227177711,9
5681188818,8
8288888888,8
8211188818,8
9999999999,9
8287188888,8
7621188811,8
9999999999,9
8227188888,8
4444444414,4
8288188888,8
5927155515,5
2222222111,1
5921355511,5
9999999999,9
7211176718,7
9999999999,9
8271188818,8
2227232313,7
6677666616,6
7627188818,8
6999199919,9
2621177111,9
2239333313,3
2222221211,2
8221188818,8
2223132213,3
5921155515,5
9999999999,9
2691155515,5
2222211121,2
6447666646,6
9929999999,9
9999979999,9
8221188888,8
7677777777,7
9999999919,9
7222277111,1
9999999999,9
7611177717,7
2222222121,1
9999959999,9
2222133313,3
8288188818,8
9999999999,9
5227177711,9
9999999993,9
2227231121,3
5999955595,5
5221155511,5
8288188888,8
9999999999,9
8222222221,2
2222221221,2
9999999999,9
9999999999,9
9999999999,9
9999997999,9
2229333323,3
9999999999,9
8288888888,8
2222222111,1
9999999999,9
8221188888,8
8287188888,8
2227233323,3
2222132210,2
9999999999,9
9999999999,9
4444444414,4
2227231213,3
5999155505,5
6677666616,6
6444444414,4
8287188888,8
5999955595,5
6444644414,4
9999999999,9
9999999999,9
4444444474,4
8247188888,8
8277188888,8
5917155515,5
9999999999,9
9999999999,9
5991955515,5
6677766616,6
5927755515,5
9999999919,9
6627188818,9
2222222291,1
9999999999,9
8687188818,8
2222222222,2
7277177717,7
9999999999,9
9999999999,9
8288888818,8
9999977999,9
4444444414,4
9999999999,9
2227666627,7
6677666616,6
7611188818,8
8688188888,8
9999999999,9
9999999999,9
9929999999,9
8647181811,9
9999999999,9
2227233323,3
9999999999,9
9999999999,9
8211188888,8
9999999999,9
7681188888,8
5929955595,5
9999999999,9
5927155515,5
7247177717,7
9999998999,9
2221175511,9
9999999999,9
8688888888,8
2221133113,3
2223333323,3
9929699999,9
9999999999,9
5221255515,5
9999999999,9
9999999999,9
2222222221,2
2222222221,1
7221188818,8
7677177717,7
5929955515,5
9999999999,9
8288888888,8
2221233323,3
2221231323,3
5927155515,5
8929198991,9
9999999999,9
8281188888,8
8228188818,8
8237888821,8
8281188888,8
8281188888,8
8288188888,8
9999999999,9
8688188888,8
2228188818,8
4444444414,4
8288188888,8
8281188888,8
5627155515,5
9999999999,9
2627131211,2
9999999999,9
5927155515,5
8228188888,8
8218187818,8
8213178818,8
6227766613,7
9999999999,9
5927155515,5
2227633623,7
4444444414,4
1221111111,1
8221188828,8
2227222221,2
8288188888,8
7677177717,7
8288888888,8
5927155515,5
5221155515,5
9999995919,9
6688188888,8
8241188888,8
7677177717,7
2227233323,3
9999999999,9
1929995911,9
9999999999,9
2222221211,2
1221155511,5
9999999999,9
8921177711,9
2221232223,3
8288188881,8
9999999199,9
8221188818,8
8288188888,8
2221177111,9
